document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Code_procedure_penale_fr_0,90,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VI De la liberté provisoire,,23,Le cautionnement garantit : 1) la représentation de l'inculpé à tous les actes de la procédure et pour l'exécution du jugement ; 2) le paiement dans l'ordre suivant : a) des frais avancés par le trésor; b) de ceux avancés par la partie civile; c) des amendes. L'ordonnance de mise en liberté provisoire détermine la somme affectée à chacune des deux parties du cautionnement.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,91,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VI De la liberté provisoire,,23,"Si l'inculpé ne se présente pas, sans motif légitime d'excuse, à tous les actes de la procédure et pour l'exécution du jugement, la première partie du cautionnement est acquise à l'Etat. Néanmoins, en cas de non-lieu ou d'acquittement, la décision peut en ordonner la restitution au prévenu ou au tiers. En cas de condamnation, la seconde partie du cautionnement confisqué est affectée, aux frais et à l'amende dans l'ordre énoncé à l'article précédent; le surplus est restitué.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,92,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VI De la liberté provisoire,,23,"La mise en liberté provisoire peut être demandée en tout état de cause à la juridiction saisie de l'affaire. Dans tous les autres cas, la requête peut être adressée à la chambre d'accusation. Il est statué sur simple requête, en chambre du conseil, le ministère public entendu.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,93,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VII Des perquisitions,,23,"Les perquisitions, sont effectuées dans tous les lieux où peuvent se trouver des objets dont la découverte serait utile à la manifestation de la vérité.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,94,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VII Des perquisitions,,23-24,"Les perquisitions domiciliaires sont de la compétence exclusive du juge d'instruction. Peuvent néanmoins opérer des perquisitions domiciliaires : 1) les officiers de police judiciaire en cas de crime ou délit flagrant, dans les conditions fixées par le présent Code; 2) les officiers de police judiciaire visés aux n° 2 à 4 de l'article 10 délégués par le juge d'instruction; 3) les fonctionnaires et agents de l'Administration à ce autorisés par un texte spécial.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,95,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VII Des perquisitions,,24,"Aucune perquisition ne peut être faite avant six heures et après vingt heures dans les maisons d'habitation et dépendances, sauf au cas de crime ou délit flagrant, ou quand il y aura lieu d'entrer, même sans la réclamation du maître de la maison, pour y faire saisir le prévenu ou pour y arrêter un prisonnier évadé.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,96,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VII Des perquisitions,,24,"Le juge d'instruction, ou l'officier de police judiciaire qui procède à une visite domiciliaire doit, s'il est nécessaire, se faire assister par une femme de confiance. Si la présence de l'inculpé à la perquisition n'a pas été jugée possible ou utile, le juge fait assister à son opération deux témoins pris parmi les gens de la maison ou, à défaut, les voisins qui signent au procès-verbal.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,97,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VIII De la saisie,,24,"Le juge d'instruction doit rechercher et saisir les papiers ou effets susceptibles de servir à la manifestation de la vérité. Il en est fait inventaire, autant que possible en présence de l'inculpé ou du tiers en la possession de qui se trouvaient les objets saisis. Il est dressé procès-verbal de la saisie. Les objets saisis sont clos et placés, suivant le cas, sous enveloppe, paquet cacheté ou étiquette qui portent la date de la saisie et le numéro de l'affaire. Hors le cas de crime ou délit flagrant, les officiers de police judiciaire n'ont les mêmes pouvoirs que s'il y a péril en la demeure.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,98,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VIII De la saisie,,24,"Lorsque l'objet saisi est sujet à dépérissement ou de conservation onéreuse, le juge peut, après avis du procureur de la République, et notification à la partie saisie, le faire vendre aux enchères publiques aussitôt que les besoins de l'instruction le permettent. Dans ce cas, le droit du propriétaire s'exerce sur le prix dans le délai imparti par l'article 100.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,99,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VIII De la saisie,,24-25,"Le juge d'instruction peut ordonner la saisie de tout objet, correspondance et autres envois, s'il le juge utile à la manifestation de la vérité. Même hors le cas de crime ou délit flagrant, le procureur de la République a toujours la faculté de faire rechercher et saisir par réquisition la correspondance adressée à l'inculpé ou émanant de lui. Il ne doit pas en prendre connaissance sauf s'il y a péril en la demeure.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,100,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section VIII De la saisie,,25,"Toute personne qui prétend avoir droit sur des objets sous la main de la justice peut en réclamer la restitution au juge d'instruction et, sur son refus, à la chambre d'accusation qui statueront sur simple requête. Tout objet saisi qui n'est pas réclamé par le propriétaire dans le délai de trois ans à partir de l'ordonnance de non-lieu ou du jugement est acquis à l'Etat.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,101,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section IX Des expertises,,25,"Le juge d'instruction peut, lorsque les circonstances paraissent l'exiger, commettre un ou plusieurs experts, pour procéder à des vérifications d'ordre technique qu'il précise. Sauf cas d'urgence, notification en est faite au procureur de la République, à la partie civile et à l'inculpé qui peuvent dans les quatre jours, faire valoir contre ce choix leurs motifs de récusation. Le juge apprécie et statue sans appel par ordonnance. Dans les quarante huit heures de la notification, le conseil de l'inculpé peut demander communication du dossier.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,102,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section IX Des expertises,,25,"Toute ordonnance commettant des experts doit leur impartir un délai pour remplir leur mission. Si des raisons particulières l'exigent, ce délai peut être prorogé sur requête des experts et par ordonnance motivée rendue par le juge d'instruction qui les a désignés. Les experts qui ne déposent pas leur rapport dans le délai qui leur a été imparti peuvent être immédiatement remplacés et doivent rendre compte des investigations auxquelles ils ont procédé. Ils doivent aussi restituer dans les quarante huit heures les objets, pièces et documents qui leur auraient été confiés en vue de l'accomplissement de leur mission. Ils peuvent être également contraints, par ordonnance non susceptible d'appel et exécutoire dans les formes prévues par le code de procédure civile et commerciale, à restituer tout ou partie de la provision qui leur aurait été avancée. Ils peuvent être, en outre, l'objet de mesures disciplinaires. Les experts doivent remplir leur mission en liaison avec le juge d'instruction; ils doivent le tenir au courant du développement de leurs opérations et le mettre à même de prendre à tout moment toutes mesures utiles.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,103,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section IX Des expertises,,25-26,"Lorsque les opérations d'expertise sont terminées, les experts rédigent un rapport qui doit contenir la description desdites opérations ainsi que leurs conclusions. Les experts doivent attester avoir personnellement accompli les opérations qui leur ont été confiées et signent leur rapport. S'ils sont d'avis différents ou s'ils ont des réserves à formuler sur des conclusions communes, chacun d'eux indique son opinion ou ses réserves en les motivant.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,104,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,26,"Quand la procédure est terminée, le juge d'instruction la communique au procureur de la République qui doit, dans les huit jours au plus tard, adresser ses réquisitions écrites tendant au renvoi devant la juridiction compétente, au non-lieu, au plus ample informé ou au dessaisissement pour incompétence. Aussitôt que le procureur de la République a déposé ses réquisitions, le juge d'instruction statue, par ordonnance, à l'égard de tous les inculpés et sur les chefs de prévention retenus à leur égard, ainsi que sur tous les chefs de conclusions du réquisitoire du procureur de la République. L'ordonnance contient les nom, prénom, âge, lieu de naissance, domicile et profession de l'inculpé, l'exposé sommaire et la qualification légale du fait, les motifs pour lesquels il existe ou non des charges suffisantes, puis la décision du juge d'instruction.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,104bis (ajouté par la loi n°2008-75 du 11 décembre 2008),LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,26,"ajouté par la loi n°2008-75 du 11 décembre 2008) A l'exception des cas ou la jonction des procédures est obligatoire en application des articles 131 du présent code et 55 du code pénal, le juge d'instruction peut lorsque la procédure est terminée en ce qui concerne l'inculpé auquel les faits imputés constituent un délit ou une contravention disjoindre le dossiesr et le communiquer au procureur de la république pour déposer ses réquisitions écrites sans que cela n'empeche la poursuite de la procédure concernant les autres inculpés auxquels sont imputés des faits qui constituent de par la loi un crime. Le juge d'instruction peut, même lorsqu'il est saisi de faits qualifiés de crime par la loi pour tous les inculpés, procéder à la disjonction du dossier en vue de statuer rapidement sur le sort de ceux d'entre eux qui sont détenus, sans que cela n'empeche la poursuite de la procédure concernant les autres inculpés pour des considérations relatives aux exigences de l'instruction. Aussitôt que le procureur de la République aura déposé ses réquisitions, le juge d'instruction statue, par ordonnance séparée, à l'égard de tous les incuplés objets de poursuite et demeure saisi de l'instruction pour les autres incuplés jusqu'à ce qu'il rende une ordonnance séparée à leur égard",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,105,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,26,"Si le juge d'instruction se reconnaît incompétent, il doit rendre une ordonnance de dessaisissement; le Procureur de la République transmet alors le dossier avec les pièces à conviction à la juridiction compétente et tient à sa disposition le prévenu en l'état où il se trouve.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,106 (Modifié par la loi n° 93-114 du 22 novembre 1993),LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,26-27,"(Modifié par la loi n° 93-114 du 22 novembre 1993). Si le juge d'instruction estime que l'action publique n'est pas recevable, que les faits ne constituent pas une infraction, ou qu'il n'existe pas de charges suffisantes contre l'inculpé, il déclare, par ordonnance, qu'il a pas lieu à poursuite et ordonne la mise en liberté de l'inculpé s'il est en détention préventive. Il statue sur les objets saisis. Le juge d'instruction demeure compétent après décision de non poursuite pour statuer sur le sort des objets saisis. Si le juge d'instruction estime que les faits constituent un délit non passible d'une peine d'emprisonnement ou une contravention, il prononce le renvoi de l'inculpé devant le juge compétent, et ordonne sa mise en liberté s'il est en détention préventive. S'il estime que les faits constituent un délit passible d'une peine d'emprisonnement, il renvoie l'inculpé, selon les cas, devant le juge cantonal ou devant le tribunal correctionnel. L'ordonnance de renvoi met fin à la détention préventive ou à la mesure prescrite. Toutefois, le juge d'instruction peut par une ordonnance distincte et motivée, maintenir l'inculpé en état de détention préventive ou sous l'effet de l'ordonnance prescrivant la mesure, jusqu'à la date de sa comparution devant le tribunal, à moins que celui-ci n'en décide autrement.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,107 (Modifié par la loi n° 93-114 du 22 novembre 1993),LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,27,"(Modifié par la loi n° 93-114 du 22 novembre 1993). Si le juge d'instruction estime que les faits constituent un crime, il ordonne le renvoi de l'inculpé devant la chambre d'accusation avec un exposé détaillé de la procédure et une liste des pièces saisies. Le mandat de dépôt décerné contre l'inculpé continue à produire ses effets ainsi que l'ordonnance prescrivant la mesure,' et ce, jusqu'à ce qu'il ait été statué par la chambre d'accusation, à moins que le juge d'instruction n'en 'décide autrement.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,108,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,27,Le procureur de la République pourvoit à l'exécution des ordonnances rendues par le juge d'instruction.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,109,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,27,"Les ordonnances du juge d'instruction sont immédiatement communiquées au procureur de la République qui peut, dans tous les cas, interjeter appel dans le délai de quatre jours à partir de la date de l'ordonnance. Elles sont également notifiées dans les quarante huit heures à la partie civile qui peut former appel dans les quatre jours à dater de la notification contre celles qui font grief à ses intérêts civils. L'ordonnance de renvoi devant la chambre d'accusation est notifiée à l'inculpé qui peut interjeter appel dans le même délai.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,110,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,27-28,"L'appel est formé par déclaration écrite ou verbale; il est reçu par le greffier de l'instruction. Si l'appelant est détenu, l'appel est reçu par le surveillant-chef qui le communique sans délai au greffier de l'instruction. L'appel est examiné par la chambre d'accusation. En cas d'appel du ministère public, l'inculpé détenu est maintenu en prison jusqu'à ce qu'il ait été statué sur l'appel et, dans tous les cas, jusqu'à l'expiration du délai d'appel, à moins que le procureur de la République ne consente à la mise en liberté immédiate. La chambre d'accusation statue sur l'objet de l'appel. Ses décisions sont immédiatement exécutoires.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,111,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE II DE L'INSTRUCTION,Section X De la clôture de l'information,,28,"Dans les cas de renvoi, soit devant le juge cantonal, soit devant le tribunal correctionnel, le procureur de la République est tenu d'envoyer, dans les quatre jours au plus tard, au greffe du tribunal compétent, toutes les pièces d'instruction et de conviction. Il est tenu d'assigner l'inculpé pour la plus prochaine audience utile. (Un dernier alinéa abrogé par la loi n° 93-114 du 22 novembre 1993).",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,112,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,28,"Chaque cour d'Appel comprend au moins une chambre d'accusation. La chambre d'accusation est composée d'un président de chambre et de deux conseillers. En cas d'empêchement, le président peut être remplacé par un conseiller à la cour d'Appel et les conseillers par des magistrats du tribunal de première instance. La chambre d'accusation se réunit toutes les fois qu'il est nécessaire et sur la demande de l'avocat général.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,113,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,28,Les fonctions du ministère public auprès de la chambre d'accusation sont exercées par l'avocat général ou par l'un de ses substituts.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,114,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,28,"L'avocat général près la Cour d'Appel saisie dans les conditions prescrites à l'article 107, 2è alinéa, doit transmettre le dossier avec ses réquisitions dans les dix jours à la chambre d'accusation qui statue dans la huitaine, le Ministère public entendu, hors la présence des parties. Les conseils de l'inculpé et de la partie civile peuvent prendre communication des pièces de la procédure et fournir des mémoires.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,115,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,28,Les dispositions de l'article précédent sont applicables aux affaires renvoyées devant la chambre d'accusation à la suite d'un appel ou d'un renvoi d'une autre juridiction.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,116,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,28-29,"Si la chambre d'accusation estime que le fait ne constitue pas une infraction, ou qu'il n'y a pas contre l'inculpé de charges suffisantes, elle déclare qu'il n'y a pas lieu à suivre, ordonne la mise en liberté de l'inculpé détenu, et statue sur la restitution des objets saisis. Elle demeure compétente pour statuer éventuellement sur cette restitution postérieurement à l'arrêt de non- lieu. S'il y a présomptions suffisantes de culpabilité, elle renvoie l'inculpé devant la juridiction compétente, en statuant à l'égard de chacun des inculpés renvoyés devant elle sur tous les chefs d'infraction résultant de la procédure. La chambre peut également ordonner, s'il échet, un complément d'information par l'un de ses conseils ou par le juge d'instruction. Elle peut même, le ministère public entendu, ordonner des poursuites nouvelles, informer ou, faire informer sur des faits n'ayant pas encore fait l'objet d'une instruction.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,117,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,29,"La chambre d'accusation peut toujours décerner mandat de dépôt contre l'inculpé. Elle peut également, le ministère public entendu, ordonner la mise en liberté de l'inculpé détenu.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,118,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,29,"Si la chambre d'accusation estime que les faits constituent un délit ou une contravention, elle prononce le renvoi de l'affaire devant le tribunal correctionnel ou la justice cantonale.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,119,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,29,"Si les faits retenus à la charge des inculpés constituent une infraction qualifiée crime par la loi, la chambre d'accusation prononce la mise en accusation devant la cour criminelle. L'arrêt de mise en accusation contient, à peine de nullité, l'exposé et la qualification légale des faits, objet de l'accusation. Cet arrêt est communiqué aux parties avec les pièces de la procédure.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,120,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE III DE LA CHAMBRE D'ACCUSATION,,,29,Les décisions de la chambre d'accusation sont communiquées ou notifiées conformément aux prescriptions de l'article 109. Elles peuvent faire l'objet d'un pourvoi en cassation dans les conditions prévues aux articles 258 et suivants du présent Code.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,121,LIVRE PREMIER DE L'EXERCICE DE L'ACTION PUBLIQUE ET DE L'INSTRUCTION,,CHAPITRE IV DE LA REPRISE DE L'INFORMATION SUR CHARGES NOUVELLES,,,29-30,"L'inculpé à l'égard duquel le juge d'instruction ou la chambre d'accusation a dit n'y avoir lieu à suivre ne peut plus être recherché à l'occasion du même fait, à moins qu'il ne survienne de nouvelles charges. Sont considérées comme charges nouvelles, les déclarations de témoins, les pièces et les procès-verbaux qui, n'ayant pu être soumis à l'examen du juge d'instruction ou de la chambre d'accusation, sont cependant de nature soit à fortifier les charges qui auraient été jugées trop faibles, soit à donner aux faits de nouveaux développements utiles à la manifestation de la vérité. Il appartient au procureur de la République ou à l'avocat général seuls de décider s'il y a lieu de requérir la réouverture de l'information sur charges nouvelles.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,122 (Modifié par la loi n° 89-23 du 27 février 1989),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,30,"(Modifié par la loi n° 89-23 du 27 février 1989). Sont qualifiées crimes, aux effets du présent code, les infractions que les lois punissent de mort, ou de l'emprisonnement pendant plus de cinq ans. Sont qualifiées délits, les infractions que les lois punissent de l'emprisonnement d'une durée supérieure à quinze jours et ne dépassant pas cinq années ou d'une amende de plus de soixante dinars. Sont qualifiées contraventions, les infractions que les lois punissent d'une peine ne dépassant pas quinze jours d'emprisonnement ou soixante dinars d'amende.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,123 (Modifié par la loi n° 80-15 du 3 avril 1980),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,30,"(Modifié par la loi n° 80-15 du 3 avril 1980). Le juge cantonal connaît en dernier ressort des contraventions. Il connaît en premier ressort : 1) des délits punis d'une peine d'emprisonnement n'excédant pas une année ou d'une peine d'amende n'excédant pas mille dinars. Toutefois, le tribunal de première instance demeure exceptionnellement compétent en ce qui concerne les délits de blessures et d'incendie involontaires. 2) des délits dont la connaissance lui est attribuée par un texte spécial.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,124 (Modifié par la loi n° 2000-43 du 17 avril 2000),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,30,(Modifié par la loi n° 2000-43 du 17 avril 2000). Le tribunal de première instance connaît en premier ressort de tous les délits à l'exception de ceux qui sont de la compétence du juge cantonal. Il connaît en dernier ressort en tant que juridiction d'appel des jugements des justices cantonales de son ressort. Le tribunal de première instance sis au siège d'une cour d'appel connaît également en premier ressort des crimes.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,125,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,30,"Les aggravations de pénalité, dans tous les cas de récidive, ne modifient pas la compétence.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,126 (Modifié par la loi n°2000-43 du 17 avril 2000),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,30-31,"(Modifié par la loi n°2000-43 du 17 avril 2000). La cour d'appel connaît en dernier ressort sur appel, des délits jugés par le tribunal de première instance et des crimes jugés par le tribunal de première instance sis au siège d'une cour d'appel. Articles 127 et 128 (Abrogés par la loi n°2000-43 du 17 avril 2000).",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,129 (Modifié par la loi n°2005-85 du 15 août 2005),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,31,"(Modifié par la loi n°2005-85 du 15 août 2005). Sont compétents pour connaître de l'infraction, le tribunal du lieu où elle a été commise, celui du domicile du prévenu, celui de sa dernière résidence ou celui du lieu où il a été trouvé. Le tribunal saisi en premier lieu de la poursuite doit statuer. Et si l'infraction a été commise à bord ou contre un navire ou un aéronef immatriculé en Tunisie ou loué sans équipage à un exploitant ayant son domicile principal ou son lieu de résidence permanent en Tunisie, le tribunal compétent est celui de l'atterrissage ou de l'accostage. Ce tribunal est aussi compétent, même si l'une des deux conditions citées au paragraphe précédent n'est pas remplie, si l'aéronef a atterri ou si le navire a accosté en Tunisie le prévenu étant à son bord.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,130,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,31,"Sont connexes, les infractions : 1) commises en même temps par plusieurs personnes réunies, même si le but n'est pas commun; 2) commises par différentes personnes, même en différents temps et en divers lieux, à la suite d'un concert formé à l'avance entre elles; 3) commises, même lorsqu'il n'y a pas pluralité de délinquants, afin de se procurer les moyens d'accomplir d'autres délits, pour en faciliter ou en consommer l'exécution ou pour en assurer l'impunité.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,131,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,31,"En cas d'infractions connexes, aux termes de l'article précédent ou dans d'autres cas analogues quand les circonstances rendent nécessaires l'unité de poursuite, la jonction des procédures peut être ordonnée. Si les faits connexes sont, soit en raison de la nature de l'infraction, soit en raison de la qualité de leurs auteurs, de la compétence juridictionnelle de tribunaux de degrés différents, c'est le tribunal du degré le plus élevé qui en connaît. Si, au contraire, les faits appartiennent à la même classe d'infractions, le tribunal compétent pour connaître de l'une d'elles est compétent pour connaître des autres, nonobstant les dispositions de l'article 129. La jonction des procédures est obligatoire dans les cas prévus par l'article 55 du code pénal.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,132,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,31-32,"Les tribunaux peuvent juger, suivant les règles du droit civil, les exceptions préalables de nature civile qui sont soulevées au cours d'une in3tance pénale, pourvu qu'ils soient compétents pour connaître, au civil, de ces mêmes questions. Si non, ils doivent surseoir à statuer, sauf dispositions spéciales de la loi, jusqu'après jugement définitif de l'exception préjudicielle. L'exception préjudicielle n'est admise que si elle n'apparaît pas comme un simple moyen dilatoire et si elle peut avoir une influence spéciale et directe sur la poursuite. Un délai est imparti à la partie civile ou au prévenu pour saisir la juridiction compétente. Faute de quoi, il est passé outre. Le tribunal ne doit pas surseoir à statuer si la prévention est relative à des faits de violence ou de rébellion.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,132bis (Ajouté par la loi n° 93-114 du 22 novembre 1993),LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE I DE LA COMPETENCE,,,32-33,"Ajouté par la loi n° 93-114 du 22 novembre 1993) Aucune personne acquittée ne peut être de nouveau poursuivie en raison des mêmes faits, et ce, même sous une qualification différente.",pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,133,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE II,,,33,Les dispositions du présent chapitre sont communes à toutes les juridictions.,pdfs/Code_procedure_penale_fr_0.pdf
Code_procedure_penale_fr_0,134,LIVRE II DES JURIDICTIONS DE JUGEMENT,,CHAPITRE II,Section I Des citations,,33,"Les citations, sauf dispositions contraires de la loi, sont faites, soit par la voie administrative, soit par exploit d'huissier notaire.",pdfs/Code_procedure_penale_fr_0.pdf
